TimeStart,TimeEnd,Length (s),File Name
10/13/21 13:03,10/13/21 13:33,1801.433333,0033_Bridge05844A_morning_of_pour_012.ASC
10/13/21 13:33,10/13/21 14:03,1801.393333,0034_Bridge05844A_morning_of_pour_013.ASC
10/13/21 14:03,10/13/21 14:33,1801.393333,0035_Bridge05844A_morning_of_pour_014.ASC
10/13/21 14:33,10/13/21 15:03,1801.386667,0036_Bridge05844A_morning_of_pour_015.ASC
10/13/21 15:03,10/13/21 15:33,1801.393333,0037_Bridge05844A_morning_of_pour_016.ASC
10/13/21 15:33,10/13/21 16:03,1801.493333,0038_Bridge05844A_morning_of_pour_017.ASC
10/13/21 16:03,10/13/21 16:33,1801.346667,0039_Bridge05844A_morning_of_pour_018.ASC
10/13/21 16:33,10/13/21 17:03,1801.440000,0040_Bridge05844A_morning_of_pour_019.ASC
10/13/21 17:03,10/13/21 17:33,1801.386667,0041_Bridge05844A_morning_of_pour_020.ASC
10/13/21 17:33,10/13/21 18:03,1801.366667,0042_Bridge05844A_morning_of_pour_021.ASC
10/13/21 18:03,10/13/21 18:33,1801.393333,0043_Bridge05844A_morning_of_pour_022.ASC
10/13/21 18:33,10/13/21 19:03,1801.493333,0044_Bridge05844A_morning_of_pour_023.ASC
10/13/21 19:03,10/13/21 19:33,1801.320000,0045_Bridge05844A_morning_of_pour_024.ASC
10/13/21 19:33,10/13/21 20:03,1801.433333,0046_Bridge05844A_morning_of_pour_025.ASC
10/13/21 20:03,10/13/21 20:33,1801.393333,0047_Bridge05844A_morning_of_pour_026.ASC
10/13/21 20:33,10/13/21 21:03,1801.406667,0048_Bridge05844A_morning_of_pour_027.ASC
10/13/21 21:03,10/13/21 21:33,1801.386667,0049_Bridge05844A_morning_of_pour_028.ASC
10/13/21 21:33,10/13/21 22:03,1801.366667,0050_Bridge05844A_morning_of_pour_029.ASC
10/13/21 22:03,10/13/21 22:33,1801.493333,0051_Bridge05844A_morning_of_pour_030.ASC
10/13/21 22:33,10/13/21 23:03,1801.353333,0052_Bridge05844A_morning_of_pour_031.ASC
10/13/21 23:03,10/13/21 23:33,1801.453333,0053_Bridge05844A_morning_of_pour_032.ASC
10/13/21 23:33,10/14/21 0:03,1801.386667,0054_Bridge05844A_morning_of_pour_033.ASC
10/14/21 0:03,10/14/21 0:33,1801.400000,0055_Bridge05844A_morning_of_pour_034.ASC
10/14/21 0:33,10/14/21 1:03,1801.373333,0056_Bridge05844A_morning_of_pour_035.ASC
10/14/21 1:03,10/14/21 1:33,1801.380000,0057_Bridge05844A_morning_of_pour_036.ASC
10/14/21 1:33,10/14/21 2:03,1801.386667,0058_Bridge05844A_morning_of_pour_037.ASC
10/14/21 2:03,10/14/21 2:33,1801.486667,0059_Bridge05844A_morning_of_pour_038.ASC
10/14/21 2:33,10/14/21 3:03,1801.440000,0060_Bridge05844A_morning_of_pour_039.ASC
10/14/21 3:03,10/14/21 3:34,1801.406667,0061_Bridge05844A_morning_of_pour_040.ASC
10/14/21 3:34,10/14/21 4:04,1801.393333,0062_Bridge05844A_morning_of_pour_041.ASC
10/14/21 4:04,10/14/21 4:34,1801.380000,0063_Bridge05844A_morning_of_pour_042.ASC
10/14/21 4:34,10/14/21 5:04,1801.373333,0064_Bridge05844A_morning_of_pour_043.ASC
10/14/21 5:04,10/14/21 5:34,1801.426667,0065_Bridge05844A_morning_of_pour_044.ASC
10/14/21 5:34,10/14/21 6:04,1801.373333,0066_Bridge05844A_morning_of_pour_045.ASC
10/14/21 6:04,10/14/21 6:34,1801.366667,0067_Bridge05844A_morning_of_pour_046.ASC
10/14/21 6:34,10/14/21 7:04,1801.486667,0068_Bridge05844A_morning_of_pour_047.ASC
10/14/21 7:04,10/14/21 7:34,1801.446667,0069_Bridge05844A_morning_of_pour_048.ASC
10/14/21 7:34,10/14/21 8:04,1801.380000,0070_Bridge05844A_morning_of_pour_049.ASC
10/14/21 8:04,10/14/21 8:34,1801.380000,0071_Bridge05844A_morning_of_pour_050.ASC
10/14/21 8:34,10/14/21 9:04,1801.373333,0072_Bridge05844A_morning_of_pour_051.ASC
10/14/21 9:04,10/14/21 9:34,1801.393333,0073_Bridge05844A_morning_of_pour_052.ASC
10/14/21 9:34,10/14/21 10:04,1801.366667,0074_Bridge05844A_morning_of_pour_053.ASC
10/14/21 10:04,10/14/21 10:34,1801.493333,0075_Bridge05844A_morning_of_pour_054.ASC
10/14/21 10:34,10/14/21 11:04,1801.466667,0076_Bridge05844A_morning_of_pour_055.ASC
10/14/21 11:04,10/14/21 11:06,142.406667,0077_Bridge05844A_morning_of_pour_056.ASC
10/14/21 11:06,10/14/21 11:07,30.473333,0078_Bridge05844A_morning_of_pour_057.ASC
10/14/21 11:12,10/14/21 11:42,1801.073333,0079_Bridge05844A_afterpour.ASC
10/14/21 11:42,10/14/21 12:12,1801.386667,0080_Bridge05844A_afterpour_001.ASC
10/14/21 12:12,10/14/21 12:42,1801.440000,0081_Bridge05844A_afterpour_002.ASC
10/14/21 12:42,10/14/21 13:12,1801.406667,0082_Bridge05844A_afterpour_003.ASC
10/14/21 13:12,10/14/21 13:42,1801.366667,0083_Bridge05844A_afterpour_004.ASC
10/14/21 13:42,10/14/21 14:12,1801.400000,0084_Bridge05844A_afterpour_005.ASC
10/14/21 14:12,10/14/21 14:42,1801.486667,0085_Bridge05844A_afterpour_006.ASC
10/14/21 14:42,10/14/21 15:12,1801.326667,0086_Bridge05844A_afterpour_007.ASC
10/14/21 15:12,10/14/21 15:42,1801.440000,0087_Bridge05844A_afterpour_008.ASC
10/14/21 15:42,10/14/21 16:12,1801.433333,0088_Bridge05844A_afterpour_009.ASC
10/14/21 16:12,10/14/21 16:42,1801.353333,0089_Bridge05844A_afterpour_010.ASC
10/14/21 16:42,10/14/21 17:12,1801.393333,0090_Bridge05844A_afterpour_011.ASC
10/14/21 17:12,10/14/21 17:42,1801.380000,0091_Bridge05844A_afterpour_012.ASC
10/14/21 17:42,10/14/21 18:12,1801.393333,0092_Bridge05844A_afterpour_013.ASC
10/14/21 18:12,10/14/21 18:42,1801.473333,0093_Bridge05844A_afterpour_014.ASC
10/14/21 18:42,10/14/21 19:12,1801.466667,0094_Bridge05844A_afterpour_015.ASC
10/14/21 19:12,10/14/21 19:42,1801.373333,0095_Bridge05844A_afterpour_016.ASC
10/14/21 19:42,10/14/21 20:12,1801.386667,0096_Bridge05844A_afterpour_017.ASC
10/14/21 20:12,10/14/21 20:42,1801.366667,0097_Bridge05844A_afterpour_018.ASC
10/14/21 20:42,10/14/21 21:12,1801.400000,0098_Bridge05844A_afterpour_019.ASC
10/14/21 21:12,10/14/21 21:42,1801.493333,0099_Bridge05844A_afterpour_020.ASC
10/14/21 21:42,10/14/21 22:13,1801.333333,0100_Bridge05844A_afterpour_021.ASC
10/14/21 22:13,10/14/21 22:43,1801.480000,0101_Bridge05844A_afterpour_022.ASC
10/14/21 22:43,10/14/21 23:13,1801.413333,0102_Bridge05844A_afterpour_023.ASC
10/14/21 23:13,10/14/21 23:43,1801.393333,0103_Bridge05844A_afterpour_024.ASC
10/14/21 23:43,10/15/21 0:13,1801.380000,0104_Bridge05844A_afterpour_025.ASC
10/15/21 0:13,10/15/21 0:43,1801.380000,0105_Bridge05844A_afterpour_026.ASC
10/15/21 0:43,10/15/21 1:13,1801.373333,0106_Bridge05844A_afterpour_027.ASC
10/15/21 1:13,10/15/21 1:43,1801.373333,0107_Bridge05844A_afterpour_028.ASC
10/15/21 1:43,10/15/21 2:13,1801.493333,0108_Bridge05844A_afterpour_029.ASC
10/15/21 2:13,10/15/21 2:43,1801.373333,0109_Bridge05844A_afterpour_030.ASC
10/15/21 2:43,10/15/21 3:13,1801.433333,0110_Bridge05844A_afterpour_031.ASC
10/15/21 3:13,10/15/21 3:43,1801.386667,0111_Bridge05844A_afterpour_032.ASC
10/15/21 3:43,10/15/21 4:13,1801.393333,0112_Bridge05844A_afterpour_033.ASC
10/15/21 4:13,10/15/21 4:43,1801.400000,0113_Bridge05844A_afterpour_034.ASC
10/15/21 4:43,10/15/21 5:13,1801.386667,0114_Bridge05844A_afterpour_035.ASC
10/15/21 5:13,10/15/21 5:43,1801.406667,0115_Bridge05844A_afterpour_036.ASC
10/15/21 5:43,10/15/21 6:13,1801.400000,0116_Bridge05844A_afterpour_037.ASC
10/15/21 6:13,10/15/21 6:43,1801.373333,0117_Bridge05844A_afterpour_038.ASC
10/15/21 6:43,10/15/21 7:13,1801.500000,0118_Bridge05844A_afterpour_039.ASC
10/15/21 7:13,10/15/21 7:43,1801.360000,0119_Bridge05844A_afterpour_040.ASC
10/15/21 7:43,10/15/21 8:13,1801.426667,0120_Bridge05844A_afterpour_041.ASC
10/15/21 8:13,10/15/21 8:43,1801.426667,0121_Bridge05844A_afterpour_042.ASC
10/15/21 8:43,10/15/21 9:13,1801.433333,0122_Bridge05844A_afterpour_043.ASC
10/15/21 9:13,10/15/21 9:43,1801.320000,0123_Bridge05844A_afterpour_044.ASC
10/15/21 9:43,10/15/21 10:13,1801.460000,0124_Bridge05844A_afterpour_045.ASC
10/15/21 10:13,10/15/21 10:43,1801.340000,0125_Bridge05844A_afterpour_046.ASC
10/15/21 10:43,10/15/21 11:13,1801.466667,0126_Bridge05844A_afterpour_047.ASC
10/15/21 11:13,10/15/21 11:43,1801.353333,0127_Bridge05844A_afterpour_048.ASC
10/15/21 11:43,10/15/21 12:13,1801.466667,0128_Bridge05844A_afterpour_049.ASC
10/15/21 12:13,10/15/21 12:43,1801.340000,0129_Bridge05844A_afterpour_050.ASC
10/15/21 12:43,10/15/21 13:13,1801.380000,0130_Bridge05844A_afterpour_051.ASC
10/15/21 13:13,10/15/21 13:43,1801.480000,0131_Bridge05844A_afterpour_052.ASC
10/15/21 13:43,10/15/21 14:13,1801.380000,0132_Bridge05844A_afterpour_053.ASC
10/15/21 14:13,10/15/21 14:43,1801.426667,0133_Bridge05844A_afterpour_054.ASC
10/15/21 14:43,10/15/21 15:13,1801.400000,0134_Bridge05844A_afterpour_055.ASC
10/15/21 15:13,10/15/21 15:43,1801.380000,0135_Bridge05844A_afterpour_056.ASC
10/15/21 15:43,10/15/21 16:13,1801.413333,0136_Bridge05844A_afterpour_057.ASC
10/15/21 16:13,10/15/21 16:43,1801.366667,0137_Bridge05844A_afterpour_058.ASC
10/15/21 16:43,10/15/21 17:13,1801.486667,0138_Bridge05844A_afterpour_059.ASC
10/15/21 17:13,10/15/21 17:43,1801.346667,0139_Bridge05844A_afterpour_060.ASC
10/15/21 17:43,10/15/21 18:13,1801.473333,0140_Bridge05844A_afterpour_061.ASC
10/15/21 18:13,10/15/21 18:43,1801.380000,0141_Bridge05844A_afterpour_062.ASC
10/15/21 18:43,10/15/21 19:13,1801.420000,0142_Bridge05844A_afterpour_063.ASC
10/15/21 19:13,10/15/21 19:44,1801.386667,0143_Bridge05844A_afterpour_064.ASC
10/15/21 19:44,10/15/21 20:14,1801.380000,0144_Bridge05844A_afterpour_065.ASC
10/15/21 20:14,10/15/21 20:44,1801.373333,0145_Bridge05844A_afterpour_066.ASC
10/15/21 20:44,10/15/21 21:14,1801.486667,0146_Bridge05844A_afterpour_067.ASC
10/15/21 21:14,10/15/21 21:44,1801.346667,0147_Bridge05844A_afterpour_068.ASC
10/15/21 21:44,10/15/21 22:14,1801.460000,0148_Bridge05844A_afterpour_069.ASC
10/15/21 22:14,10/15/21 22:44,1801.380000,0149_Bridge05844A_afterpour_070.ASC
10/15/21 22:44,10/15/21 23:14,1801.380000,0150_Bridge05844A_afterpour_071.ASC
10/15/21 23:14,10/15/21 23:44,1801.433333,0151_Bridge05844A_afterpour_072.ASC
10/15/21 23:44,10/16/21 0:14,1801.340000,0152_Bridge05844A_afterpour_073.ASC
10/16/21 0:14,10/16/21 0:44,1801.500000,0153_Bridge05844A_afterpour_074.ASC
10/16/21 0:44,10/16/21 1:14,1801.353333,0154_Bridge05844A_afterpour_075.ASC
10/16/21 1:14,10/16/21 1:44,1801.373333,0155_Bridge05844A_afterpour_076.ASC
10/16/21 1:44,10/16/21 2:14,1801.480000,0156_Bridge05844A_afterpour_077.ASC
10/16/21 2:14,10/16/21 2:44,1801.373333,0157_Bridge05844A_afterpour_078.ASC
10/16/21 2:44,10/16/21 3:14,1801.380000,0158_Bridge05844A_afterpour_079.ASC
10/16/21 3:14,10/16/21 3:44,1801.406667,0159_Bridge05844A_afterpour_080.ASC
10/16/21 3:44,10/16/21 4:14,1801.406667,0160_Bridge05844A_afterpour_081.ASC
10/16/21 4:14,10/16/21 4:44,1801.366667,0161_Bridge05844A_afterpour_082.ASC
10/16/21 4:44,10/16/21 5:14,1801.513333,0162_Bridge05844A_afterpour_083.ASC
10/16/21 5:14,10/16/21 5:44,1801.353333,0163_Bridge05844A_afterpour_084.ASC
10/16/21 5:44,10/16/21 6:14,1801.360000,0164_Bridge05844A_afterpour_085.ASC
10/16/21 6:14,10/16/21 6:44,1801.486667,0165_Bridge05844A_afterpour_086.ASC
10/16/21 6:44,10/16/21 7:14,1801.386667,0166_Bridge05844A_afterpour_087.ASC
10/16/21 7:14,10/16/21 7:44,1801.366667,0167_Bridge05844A_afterpour_088.ASC
10/16/21 7:44,10/16/21 8:14,1801.493333,0168_Bridge05844A_afterpour_089.ASC
10/16/21 8:14,10/16/21 8:44,1801.333333,0169_Bridge05844A_afterpour_090.ASC
10/16/21 8:44,10/16/21 9:14,1801.366667,0170_Bridge05844A_afterpour_091.ASC
10/16/21 9:14,10/16/21 9:44,1801.446667,0171_Bridge05844A_afterpour_092.ASC
10/16/21 9:44,10/16/21 10:14,1801.386667,0172_Bridge05844A_afterpour_093.ASC
10/16/21 10:14,10/16/21 10:44,1801.366667,0173_Bridge05844A_afterpour_094.ASC
10/16/21 10:44,10/16/21 11:14,1801.473333,0174_Bridge05844A_afterpour_095.ASC
10/16/21 11:14,10/16/21 11:44,1801.360000,0175_Bridge05844A_afterpour_096.ASC
10/16/21 11:44,10/16/21 12:14,1801.446667,0176_Bridge05844A_afterpour_097.ASC
10/16/21 12:14,10/16/21 12:44,1801.380000,0177_Bridge05844A_afterpour_098.ASC
10/16/21 12:44,10/16/21 13:14,1801.380000,0178_Bridge05844A_afterpour_099.ASC
10/16/21 13:14,10/16/21 13:44,1801.380000,0179_Bridge05844A_afterpour_100.ASC
10/16/21 13:44,10/16/21 14:14,1801.480000,0180_Bridge05844A_afterpour_101.ASC
10/16/21 14:14,10/16/21 14:44,1801.373333,0181_Bridge05844A_afterpour_102.ASC
10/16/21 14:44,10/16/21 15:14,1801.366667,0182_Bridge05844A_afterpour_103.ASC
10/16/21 15:14,10/16/21 15:44,1801.500000,0183_Bridge05844A_afterpour_104.ASC
10/16/21 15:44,10/16/21 16:14,1801.366667,0184_Bridge05844A_afterpour_105.ASC
10/16/21 16:14,10/16/21 16:44,1801.380000,0185_Bridge05844A_afterpour_106.ASC
10/16/21 16:44,10/16/21 17:15,1801.360000,0186_Bridge05844A_afterpour_107.ASC
10/16/21 17:15,10/16/21 17:45,1801.493333,0187_Bridge05844A_afterpour_108.ASC
10/16/21 17:45,10/16/21 18:15,1801.373333,0188_Bridge05844A_afterpour_109.ASC
10/16/21 18:15,10/16/21 18:45,1801.406667,0189_Bridge05844A_afterpour_110.ASC
10/16/21 18:45,10/16/21 19:15,1801.420000,0190_Bridge05844A_afterpour_111.ASC
10/16/21 19:15,10/16/21 19:45,1801.420000,0191_Bridge05844A_afterpour_112.ASC
10/16/21 19:45,10/16/21 20:15,1801.346667,0192_Bridge05844A_afterpour_113.ASC
10/16/21 20:15,10/16/21 20:45,1801.460000,0193_Bridge05844A_afterpour_114.ASC
10/16/21 20:45,10/16/21 21:15,1801.406667,0194_Bridge05844A_afterpour_115.ASC
10/16/21 21:15,10/16/21 21:45,1801.360000,0195_Bridge05844A_afterpour_116.ASC
10/16/21 21:45,10/16/21 22:15,1801.433333,0196_Bridge05844A_afterpour_117.ASC
10/16/21 22:15,10/16/21 22:45,1801.433333,0197_Bridge05844A_afterpour_118.ASC
10/16/21 22:45,10/16/21 23:15,1801.333333,0198_Bridge05844A_afterpour_119.ASC
10/16/21 23:15,10/16/21 23:45,1801.466667,0199_Bridge05844A_afterpour_120.ASC
10/16/21 23:45,10/17/21 0:15,1801.420000,0200_Bridge05844A_afterpour_121.ASC
10/17/21 0:15,10/17/21 0:45,1801.326667,0201_Bridge05844A_afterpour_122.ASC
10/17/21 0:45,10/17/21 1:15,1801.440000,0202_Bridge05844A_afterpour_123.ASC
10/17/21 1:15,10/17/21 1:45,1801.433333,0203_Bridge05844A_afterpour_124.ASC
10/17/21 1:45,10/17/21 2:15,1801.326667,0204_Bridge05844A_afterpour_125.ASC
10/17/21 2:15,10/17/21 2:45,1801.440000,0205_Bridge05844A_afterpour_126.ASC
10/17/21 2:45,10/17/21 3:15,1801.460000,0206_Bridge05844A_afterpour_127.ASC
10/17/21 3:15,10/17/21 3:45,1801.340000,0207_Bridge05844A_afterpour_128.ASC
10/17/21 3:45,10/17/21 4:15,1801.426667,0208_Bridge05844A_afterpour_129.ASC
10/17/21 4:15,10/17/21 4:45,1801.440000,0209_Bridge05844A_afterpour_130.ASC
10/17/21 4:45,10/17/21 5:15,1801.326667,0210_Bridge05844A_afterpour_131.ASC
10/17/21 5:15,10/17/21 5:45,1801.453333,0211_Bridge05844A_afterpour_132.ASC
10/17/21 5:45,10/17/21 6:15,1801.413333,0212_Bridge05844A_afterpour_133.ASC
10/17/21 6:15,10/17/21 6:45,1801.333333,0213_Bridge05844A_afterpour_134.ASC
10/17/21 6:45,10/17/21 7:15,1801.453333,0214_Bridge05844A_afterpour_135.ASC
10/17/21 7:15,10/17/21 7:45,1801.453333,0215_Bridge05844A_afterpour_136.ASC
10/17/21 7:45,10/17/21 8:15,1801.326667,0216_Bridge05844A_afterpour_137.ASC
10/17/21 8:15,10/17/21 8:45,1801.453333,0217_Bridge05844A_afterpour_138.ASC
10/17/21 8:45,10/17/21 9:15,1801.406667,0218_Bridge05844A_afterpour_139.ASC
10/17/21 9:15,10/17/21 9:45,1801.353333,0219_Bridge05844A_afterpour_140.ASC
10/17/21 9:45,10/17/21 10:15,1801.453333,0220_Bridge05844A_afterpour_141.ASC
10/17/21 10:15,10/17/21 10:45,1801.406667,0221_Bridge05844A_afterpour_142.ASC
10/17/21 10:45,10/17/21 11:15,1801.366667,0222_Bridge05844A_afterpour_143.ASC
10/17/21 11:15,10/17/21 11:45,1801.433333,0223_Bridge05844A_afterpour_144.ASC
10/17/21 11:45,10/17/21 12:15,1801.426667,0224_Bridge05844A_afterpour_145.ASC
10/17/21 12:15,10/17/21 12:45,1801.326667,0225_Bridge05844A_afterpour_146.ASC
10/17/21 12:45,10/17/21 13:15,1801.433333,0226_Bridge05844A_afterpour_147.ASC
10/17/21 13:15,10/17/21 13:45,1801.440000,0227_Bridge05844A_afterpour_148.ASC
10/17/21 13:45,10/17/21 14:15,1801.366667,0228_Bridge05844A_afterpour_149.ASC
10/17/21 14:15,10/17/21 14:46,1801.426667,0229_Bridge05844A_afterpour_150.ASC
10/17/21 14:46,10/17/21 15:16,1801.326667,0230_Bridge05844A_afterpour_151.ASC
10/17/21 15:16,10/17/21 15:46,1801.433333,0231_Bridge05844A_afterpour_152.ASC
10/17/21 15:46,10/17/21 16:16,1801.473333,0232_Bridge05844A_afterpour_153.ASC
10/17/21 16:16,10/17/21 16:46,1801.400000,0233_Bridge05844A_afterpour_154.ASC
10/17/21 16:46,10/17/21 17:16,1801.353333,0234_Bridge05844A_afterpour_155.ASC
10/17/21 17:16,10/17/21 17:46,1801.433333,0235_Bridge05844A_afterpour_156.ASC
10/17/21 17:46,10/17/21 18:16,1801.426667,0236_Bridge05844A_afterpour_157.ASC
10/17/21 18:16,10/17/21 18:46,1801.346667,0237_Bridge05844A_afterpour_158.ASC
10/17/21 18:46,10/17/21 19:16,1801.446667,0238_Bridge05844A_afterpour_159.ASC
10/17/21 19:16,10/17/21 19:46,1801.386667,0239_Bridge05844A_afterpour_160.ASC
10/17/21 19:46,10/17/21 20:16,1801.380000,0240_Bridge05844A_afterpour_161.ASC
10/17/21 20:16,10/17/21 20:46,1801.353333,0241_Bridge05844A_afterpour_162.ASC
10/17/21 20:46,10/17/21 21:16,1801.473333,0242_Bridge05844A_afterpour_163.ASC
10/17/21 21:16,10/17/21 21:46,1801.400000,0243_Bridge05844A_afterpour_164.ASC
10/17/21 21:46,10/17/21 22:16,1801.373333,0244_Bridge05844A_afterpour_165.ASC
10/17/21 22:16,10/17/21 22:46,1801.393333,0245_Bridge05844A_afterpour_166.ASC
10/17/21 22:46,10/17/21 23:16,1801.400000,0246_Bridge05844A_afterpour_167.ASC
10/17/21 23:16,10/17/21 23:46,1801.366667,0247_Bridge05844A_afterpour_168.ASC
10/17/21 23:46,10/18/21 0:16,1801.506667,0248_Bridge05844A_afterpour_169.ASC
10/18/21 0:16,10/18/21 0:46,1801.386667,0249_Bridge05844A_afterpour_170.ASC
10/18/21 0:46,10/18/21 1:16,1801.360000,0250_Bridge05844A_afterpour_171.ASC
10/18/21 1:16,10/18/21 1:46,1801.393333,0251_Bridge05844A_afterpour_172.ASC
10/18/21 1:46,10/18/21 2:16,1801.480000,0252_Bridge05844A_afterpour_173.ASC
10/18/21 2:16,10/18/21 2:46,1801.400000,0253_Bridge05844A_afterpour_174.ASC
10/18/21 2:46,10/18/21 3:16,1801.360000,0254_Bridge05844A_afterpour_175.ASC
10/18/21 3:16,10/18/21 3:46,1801.406667,0255_Bridge05844A_afterpour_176.ASC
10/18/21 3:46,10/18/21 4:16,1801.386667,0256_Bridge05844A_afterpour_177.ASC
10/18/21 4:16,10/18/21 4:46,1801.386667,0257_Bridge05844A_afterpour_178.ASC
10/18/21 4:46,10/18/21 5:16,1801.426667,0258_Bridge05844A_afterpour_179.ASC
10/18/21 5:16,10/18/21 5:46,1801.353333,0259_Bridge05844A_afterpour_180.ASC
10/18/21 5:46,10/18/21 6:16,1801.506667,0260_Bridge05844A_afterpour_181.ASC
10/18/21 6:16,10/18/21 6:46,1801.340000,0261_Bridge05844A_afterpour_182.ASC
10/18/21 6:46,10/18/21 7:16,1801.400000,0262_Bridge05844A_afterpour_183.ASC
10/18/21 7:16,10/18/21 7:46,1801.473333,0263_Bridge05844A_afterpour_184.ASC
10/18/21 7:46,10/18/21 8:16,1801.393333,0264_Bridge05844A_afterpour_185.ASC
10/18/21 8:16,10/18/21 8:46,1801.380000,0265_Bridge05844A_afterpour_186.ASC
10/18/21 8:46,10/18/21 9:16,1801.420000,0266_Bridge05844A_afterpour_187.ASC
10/18/21 9:16,10/18/21 9:46,1801.346667,0267_Bridge05844A_afterpour_188.ASC
10/18/21 9:46,10/18/21 10:16,1801.366667,0268_Bridge05844A_afterpour_189.ASC
10/18/21 10:16,10/18/21 10:46,1801.426667,0269_Bridge05844A_afterpour_190.ASC
10/18/21 10:46,10/18/21 11:16,1801.473333,0270_Bridge05844A_afterpour_191.ASC
10/18/21 11:16,10/18/21 11:47,1801.380000,0271_Bridge05844A_afterpour_192.ASC
10/18/21 11:47,10/18/21 12:17,1801.380000,0272_Bridge05844A_afterpour_193.ASC
10/18/21 12:17,10/18/21 12:47,1801.400000,0273_Bridge05844A_afterpour_194.ASC
10/18/21 12:47,10/18/21 13:17,1801.386667,0274_Bridge05844A_afterpour_195.ASC
10/18/21 13:17,10/18/21 13:47,1801.460000,0275_Bridge05844A_afterpour_196.ASC
10/18/21 13:47,10/18/21 14:17,1801.413333,0276_Bridge05844A_afterpour_197.ASC
10/18/21 14:17,10/18/21 14:47,1801.406667,0277_Bridge05844A_afterpour_198.ASC
10/18/21 14:47,10/18/21 15:17,1801.400000,0278_Bridge05844A_afterpour_199.ASC
10/18/21 15:17,10/18/21 15:47,1801.366667,0279_Bridge05844A_afterpour_200.ASC
10/18/21 15:47,10/18/21 16:17,1801.406667,0280_Bridge05844A_afterpour_201.ASC
10/18/21 16:17,10/18/21 16:47,1801.406667,0281_Bridge05844A_afterpour_202.ASC
10/18/21 16:47,10/18/21 17:17,1801.373333,0282_Bridge05844A_afterpour_203.ASC
10/18/21 17:17,10/18/21 17:47,1801.380000,0283_Bridge05844A_afterpour_204.ASC
10/18/21 17:47,10/18/21 18:17,1801.393333,0284_Bridge05844A_afterpour_205.ASC
10/18/21 18:17,10/18/21 18:47,1801.506667,0285_Bridge05844A_afterpour_206.ASC
10/18/21 18:47,10/18/21 19:17,1801.366667,0286_Bridge05844A_afterpour_207.ASC
10/18/21 19:17,10/18/21 19:47,1801.380000,0287_Bridge05844A_afterpour_208.ASC
